"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"25 Kay Cres UNIT 313, Guelph, ON N1L 0P2","N1L0P2","Guelph","ON","549900","2","2","925","594.49","","","https://zillow.com/homedetails/25-Kay-Cres-UNIT-313-Guelph-ON-N1L-0P2/447677621_zpid/","43.50382","-80.18279","CONDO","","","https://photos.zillowstatic.com/fp/d7e60b2a0fbea47b6f32090b9754a778-p_e.jpg"
"824 Woolwich St #151, Guelph, ON N1H 3W8","N1H3W8","Guelph","ON","619000","2","2","","","","","https://zillow.com/homedetails/824-Woolwich-St-151-Guelph-ON-N1H-3W8/449583897_zpid/","43.552353","-80.25936","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/a782763d2120f390359188211ca504a3-p_e.jpg"
"44 Arlington Cres, Guelph, ON N1L 0L1","N1L0L1","Guelph","ON","729900","3","4","","","","","https://zillow.com/homedetails/44-Arlington-Cres-Guelph-ON-N1L-0L1/2064675297_zpid/","43.512096","-80.17381","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/046b59111c9fa1ee9debae8392a28515-p_e.jpg"
"16 Sagewood Pl, Guelph, ON N1G 3M6","N1G3M6","Guelph","ON","898898","3","3","","","5500","sqft","https://zillow.com/homedetails/16-Sagewood-Pl-Guelph-ON-N1G-3M6/447566726_zpid/","43.510044","-80.22653","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2a3f27c3a2b417961eb8238da92223b9-p_e.jpg"
"33 Macalister Blvd, Guelph, ON N1G 0G5","N1G0G5","Guelph","ON","1699000","4","4","","","7192.614","sqft","https://zillow.com/homedetails/33-Macalister-Blvd-Guelph-ON-N1G-0G5/446858683_zpid/","43.5252","-80.19974","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/9959632e9bebf0913937e1292c6af4c5-p_e.jpg"
"901 Paisley Rd #307, Guelph, ON N1K 0A7","N1K0A7","Guelph","ON","465000","1","1","813","571.96","","","https://zillow.com/homedetails/901-Paisley-Rd-307-Guelph-ON-N1K-0A7/2063326730_zpid/","43.526943","-80.285416","CONDO","","","https://photos.zillowstatic.com/fp/15b96e86c15bf16e1e2ccdc642e4588d-p_e.jpg"
"120 Huron St #414, Guelph, ON N1E 0S7","N1E0S7","Guelph","ON","559000","1","1","800","698.75","","","https://zillow.com/homedetails/120-Huron-St-414-Guelph-ON-N1E-0S7/449848266_zpid/","43.54763","-80.23565","CONDO","","","https://photos.zillowstatic.com/fp/de5d13daf0dbe8788b731cf9cc679a5e-p_e.jpg"
"75 Kearney St, Guelph, ON N1E 7H3","N1E7H3","Guelph","ON","769900","3","4","","","2833.25","sqft","https://zillow.com/homedetails/75-Kearney-St-Guelph-ON-N1E-7H3/449768994_zpid/","43.565502","-80.22459","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/4a4b23e23b433d4def19f4031106bd40-p_e.jpg"
"10 Kipling Ave, Guelph, ON N1H 8A2","N1H8A2","Guelph","ON","1049900","4","3","","","5985.9044","sqft","https://zillow.com/homedetails/10-Kipling-Ave-Guelph-ON-N1H-8A2/2068419921_zpid/","43.53061","-80.29548","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/0b54d11ea8b8777d492899d4349e6bf9-p_e.jpg"
"124 Watson Pkwy N #4, Guelph, ON N1E 0P6","N1E0P6","Guelph","ON","634900","2","3","","","","","https://zillow.com/homedetails/124-Watson-Pkwy-N-4-Guelph-ON-N1E-0P6/448748464_zpid/","43.56787","-80.21147","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/7cc2f873609e671fd40539fa645b7d92-p_e.jpg"
"237 Goodwin Dr, Guelph, ON N1L 0K1","N1L0K1","Guelph","ON","1440000","6","4","","","4591.78","sqft","https://zillow.com/homedetails/237-Goodwin-Dr-Guelph-ON-N1L-0K1/447941991_zpid/","43.513","-80.17504","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/00fffe69de7c0d3ff0c964b9562e2013-p_e.jpg"
"128 Milson Cres, Guelph, ON N1C 1G5","N1C1G5","Guelph","ON","950000","4","4","","","3395.95","sqft","https://zillow.com/homedetails/128-Milson-Cres-Guelph-ON-N1C-1G5/448977815_zpid/","43.498905","-80.229355","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/0b82311cbc7a9dbcf0d4afd136041017-p_e.jpg"
"675 Victoria Rd N #12, Guelph, ON N1E 0S9","N1E0S9","Guelph","ON","849000","3","3","1510","562.25","1885.5144","sqft","https://zillow.com/homedetails/675-Victoria-Rd-N-12-Guelph-ON-N1E-0S9/440336332_zpid/","43.583176","-80.26645","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/c020a76b567fe607df93458684ce947c-p_e.jpg"
"140 Brant Ave, Guelph, ON N1E 6C9","N1E6C9","Guelph","ON","799900","4","2","","","4996.2","sqft","https://zillow.com/homedetails/140-Brant-Ave-Guelph-ON-N1E-6C9/2064711145_zpid/","43.576904","-80.2471","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/ded1490cf5ba275b3bc1678b41e1365b-p_e.jpg"
"9 Peer Dr, Guelph, ON N1C 1G9","N1C1G9","Guelph","ON","1299900","3","4","2196","591.94","4701.3876","sqft","https://zillow.com/homedetails/9-Peer-Dr-Guelph-ON-N1C-1G9/448988956_zpid/","43.49917","-80.228226","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/057726dfe58e6486e04ab5bf5b1a34cc-p_e.jpg"
"69 Gibbs Cres, Guelph, ON N1G 5B8","N1G5B8","Guelph","ON","1100000","5","4","","","4236.3465","sqft","https://zillow.com/homedetails/69-Gibbs-Cres-Guelph-ON-N1G-5B8/2064646615_zpid/","43.49834","-80.19484","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/3aa09301cda40460f02db2c7d04e8e5b-p_e.jpg"
"302 College Ave W #47, Guelph, ON N1G 4T6","N1G4T6","Guelph","ON","685000","3","2","","","","","https://zillow.com/homedetails/302-College-Ave-W-47-Guelph-ON-N1G-4T6/2064696830_zpid/","43.52054","-80.246376","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/6e7b85362bad0a7907e70aef7042b406-p_e.jpg"
"45 Kingsbury Sq #310, Guelph, ON N1L 0L2","N1L0L2","Guelph","ON","620000","3","2","1083","572.48","","","https://zillow.com/homedetails/45-Kingsbury-Sq-310-Guelph-ON-N1L-0L2/2064698854_zpid/","43.514553","-80.1731","CONDO","","","https://photos.zillowstatic.com/fp/30fb3ec68624fa00edbb971966bc9665-p_e.jpg"
"199 Summit Ridge Dr, Guelph, ON N1E 0M1","N1E0M1","Guelph","ON","1109999","4","4","","","3464.1632","sqft","https://zillow.com/homedetails/199-Summit-Ridge-Dr-Guelph-ON-N1E-0M1/2064200126_zpid/","43.572155","-80.234825","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/091763cd164dd03d2be9101a2d985623-p_e.jpg"
"23 Julia Dr, Guelph, ON N1H 5V9","N1H5V9","Guelph","ON","799900","4","3","","","5060.55","sqft","https://zillow.com/homedetails/23-Julia-Dr-Guelph-ON-N1H-5V9/448197092_zpid/","43.541664","-80.26902","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/c49f029bd78052554d4f1b8a57cf4bc2-p_e.jpg"
"78 Laughland Ln, Guelph, ON N1L 0C6","N1L0C6","Guelph","ON","1159900","4","4","","","2881.671","sqft","https://zillow.com/homedetails/78-Laughland-Ln-Guelph-ON-N1L-0C6/2056029647_zpid/","43.51028","-80.17737","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/8631d5e9f87fc851894336eb348830d0-p_e.jpg"
"216 Severn Dr, Guelph, ON N1E 0C7","N1E0C7","Guelph","ON","835000","3","3","","","294.2","sqft","https://zillow.com/homedetails/216-Severn-Dr-Guelph-ON-N1E-0C7/449345647_zpid/","43.57803","-80.22185","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/4cc6e3a7b9460a2d6df0b6b3430139fd-p_e.jpg"
"38 McIntyre Ct, Guelph, ON N1L 0N1","N1L0N1","Guelph","ON","2143000","7","5","","","6116","sqft","https://zillow.com/homedetails/38-McIntyre-Ct-Guelph-ON-N1L-0N1/347179471_zpid/","43.505135","-80.179436","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2c279baf161916208254558a85a485a1-p_e.jpg"
"26 Lowes Rd #503, Guelph, ON N1G 4X2","N1G4X2","Guelph","ON","480000","1","1","","","","","https://zillow.com/homedetails/26-Lowes-Rd-503-Guelph-ON-N1G-4X2/448654429_zpid/","43.507656","-80.1959","APARTMENT","","","https://photos.zillowstatic.com/fp/b89a82b557d559ee2305d8c90bcf9ee2-p_e.jpg"
"284 W Acres Dr, Guelph, ON N1H 7P1","N1H7P1","Guelph","ON","899900","4","4","","","5000","sqft","https://zillow.com/homedetails/284-W-Acres-Dr-Guelph-ON-N1H-7P1/449000466_zpid/","43.519497","-80.27634","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/034d81cbe0e14fb4914f8001ea5b48d2-p_e.jpg"
"70 Freeman Ave, Guelph, ON N1H 4T3","N1H4T3","Guelph","ON","824900","4","2","","","6072.473","sqft","https://zillow.com/homedetails/70-Freeman-Ave-Guelph-ON-N1H-4T3/2064587150_zpid/","43.55725","-80.27685","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/d27539585cba3998629558ccc25ae847-p_e.jpg"
"33 Ridgeway Ave, Guelph, ON N1L 1G9","N1L1G9","Guelph","ON","1150000","3","1","","","0.32257995867768596","acres","https://zillow.com/homedetails/33-Ridgeway-Ave-Guelph-ON-N1L-1G9/440276405_zpid/","43.514004","-80.19353","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/327d5387572cddfb0f92db3bc6cafe4e-p_e.jpg"
"1880 Gordon St #701, Guelph, ON N1L 0P5","N1L0P5","Guelph","ON","559000","1","1","685","816.06","","","https://zillow.com/homedetails/1880-Gordon-St-701-Guelph-ON-N1L-0P5/446786626_zpid/","43.499176","-80.18475","CONDO","","","https://photos.zillowstatic.com/fp/1a6ef8128bbd82ce778ac8cf31f0cb9a-p_e.jpg"
"7 Kay Cres UNIT 107, Guelph, ON N1L 0P9","N1L0P9","Guelph","ON","649990","3","2","1041","624.39","","","https://zillow.com/homedetails/7-Kay-Cres-UNIT-107-Guelph-ON-N1L-0P9/2086423225_zpid/","43.50403","-80.18164","CONDO","","","https://photos.zillowstatic.com/fp/f185799e5fdbb2a38bb319f278b21635-p_e.jpg"
"1 Sunnylea Cres #107, Guelph, ON N1E 1W1","N1E1W1","Guelph","ON","449000","2","1","","","","","https://zillow.com/homedetails/1-Sunnylea-Cres-107-Guelph-ON-N1E-1W1/447518727_zpid/","43.559658","-80.25871","APARTMENT","","","https://photos.zillowstatic.com/fp/7c09a0a649f1cac32e94643d5dbc702e-p_e.jpg"
"1 Huntington Pl, Guelph, ON N1G 4C9","N1G4C9","Guelph","ON","1579000","4","4","","","5819.9002","sqft","https://zillow.com/homedetails/1-Huntington-Pl-Guelph-ON-N1G-4C9/448715641_zpid/","43.523636","-80.211555","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/b5ca33c48dc449dc52133b329da8acab-p_e.jpg"
"85 Mullin Dr #27B, Guelph, ON N1E 0R4","N1E0R4","Guelph","ON","589900","2","2","","","","","https://zillow.com/homedetails/85-Mullin-Dr-27B-Guelph-ON-N1E-0R4/2058240436_zpid/","43.583267","-80.26231","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/074333be21e17078fffa400ef38b4338-p_e.jpg"
"15 Valley Rd #19, Guelph, ON N1L 0H3","N1L0H3","Guelph","ON","1549900","5","3","","","","","https://zillow.com/homedetails/15-Valley-Rd-19-Guelph-ON-N1L-0H3/443863871_zpid/","43.51785","-80.20145","CONDO","","","https://photos.zillowstatic.com/fp/4332ca4ba6654ad845e0374b39676c0f-p_e.jpg"
"120 Watson Pkwy N #1, Guelph, ON N1E 0P6","N1E0P6","Guelph","ON","700000","3","3","","","","","https://zillow.com/homedetails/120-Watson-Pkwy-N-1-Guelph-ON-N1E-0P6/2062756094_zpid/","43.567757","-80.21143","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/bd6d6beb6d3d1d0dd591f707213be183-p_e.jpg"
"41 Ridgeway Ave, Guelph, ON N1L 1G8","N1L1G8","Guelph","ON","1169900","4","1","1348","867.88","0.3482552800734619","acres","https://zillow.com/homedetails/41-Ridgeway-Ave-Guelph-ON-N1L-1G8/349494267_zpid/","43.51338","-80.19435","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/be3086607dd037de79098e8d650799a2-p_e.jpg"
"14 Atto Dr, Guelph, ON N1E 0E4","N1E0E4","Guelph","ON","1175000","3","3","","","4485","sqft","https://zillow.com/homedetails/14-Atto-Dr-Guelph-ON-N1E-0E4/441780246_zpid/","43.581165","-80.257034","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/336c650dda5ba151af79aa15e0656be1-p_e.jpg"
"22 Marilyn Dr #608, Guelph, ON N1H 7T1","N1H7T1","Guelph","ON","446000","2","2","1293","344.93","","","https://zillow.com/homedetails/22-Marilyn-Dr-608-Guelph-ON-N1H-7T1/441169091_zpid/","43.563595","-80.27182","CONDO","","","https://photos.zillowstatic.com/fp/b7b327e85ed4ae749c7e00a1eb8c355b-p_e.jpg"
"104 Summit Ridge Dr #407, Guelph, ON N1E 0R5","N1E0R5","Guelph","ON","489900","2","1","","","","","https://zillow.com/homedetails/104-Summit-Ridge-Dr-407-Guelph-ON-N1E-0R5/446733240_zpid/","43.572975","-80.23193","APARTMENT","","","https://photos.zillowstatic.com/fp/b1d32b0e6d86ab182654813d83b8e6f1-p_e.jpg"
"37 Conroy Cres #13, Guelph, ON N1G 2V5","N1G2V5","Guelph","ON","365000","2","1","","","","","https://zillow.com/homedetails/37-Conroy-Cres-13-Guelph-ON-N1G-2V5/2064643326_zpid/","43.51035","-80.25461","APARTMENT","","","https://photos.zillowstatic.com/fp/23803b1ee03eb39387642a13ab53873a-p_e.jpg"
"904 Paisley Rd #211, Guelph, ON N1K 0C6","N1K0C6","Guelph","ON","549900","3","2","","","","","https://zillow.com/homedetails/904-Paisley-Rd-211-Guelph-ON-N1K-0C6/2060677880_zpid/","43.526363","-80.28494","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/e711814ac6f36b24bf68f4ff371f884c-p_e.jpg"
"106 Bard Blvd #319, Guelph, ON N1L 0L8","N1L0L8","Guelph","ON","635000","2","2","","","","","https://zillow.com/homedetails/106-Bard-Blvd-319-Guelph-ON-N1L-0L8/2064564567_zpid/","43.52275","-80.184395","APARTMENT","","","https://photos.zillowstatic.com/fp/90b9df44e6db29064f2adc1948766f75-p_e.jpg"
"630 Woodlawn Rd E #B, Guelph, ON N1E 0K4","N1E0K4","Guelph","ON","549000","2","2","","","","","https://zillow.com/homedetails/630-Woodlawn-Rd-E-B-Guelph-ON-N1E-0K4/443288077_zpid/","43.581722","-80.25461","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/1eedf7bd55677e0577b073c1492c4fc2-p_e.jpg"
"106 Bard Blvd #112, Guelph, ON N1L 0L8","N1L0L8","Guelph","ON","599000","2","2","","","","","https://zillow.com/homedetails/106-Bard-Blvd-112-Guelph-ON-N1L-0L8/447983261_zpid/","43.522755","-80.184395","APARTMENT","","","https://photos.zillowstatic.com/fp/88bf0bbf78c3424856697154ae6f0696-p_e.jpg"
"689 College Ave W, Guelph, ON N1G 2Y2","N1G2Y2","Guelph","ON","759000","5","3","1050","722.86","2485.503","sqft","https://zillow.com/homedetails/689-College-Ave-W-Guelph-ON-N1G-2Y2/2064317792_zpid/","43.510387","-80.25058","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2061d8a09883872067daab3139279632-p_e.jpg"
"276 Watson Pkwy N, Guelph, ON N1E 7J5","N1E7J5","Guelph","ON","1049900","5","3","","","4711.872","sqft","https://zillow.com/homedetails/276-Watson-Pkwy-N-Guelph-ON-N1E-7J5/2055965482_zpid/","43.57202","-80.21635","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/fc742feb258abac350a7dfad1fa7e437-p_e.jpg"
"84 McCann St, Guelph, ON N1G 0B9","N1G0B9","Guelph","ON","2069000","5","6","","","6021.2478","sqft","https://zillow.com/homedetails/84-McCann-St-Guelph-ON-N1G-0B9/343698907_zpid/","43.528004","-80.20292","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2ff71d38e3664627accf4ea00a6c7ae2-p_e.jpg"
"73 Arthur St S #501, Guelph, ON N1E 4T9","N1E4T9","Guelph","ON","598800","2","1","","","","","https://zillow.com/homedetails/73-Arthur-St-S-501-Guelph-ON-N1E-4T9/448647840_zpid/","43.54918","-80.24579","APARTMENT","","","https://photos.zillowstatic.com/fp/a34a9b5943a0d3e80ee0874df25d4e5b-p_e.jpg"
"100 Mussen St, Guelph, ON N1E 0K2","N1E0K2","Guelph","ON","779000","3","3","","","2079.2142","sqft","https://zillow.com/homedetails/100-Mussen-St-Guelph-ON-N1E-0K2/2067068571_zpid/","43.583447","-80.26511","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/e99026080bfc125492b9175a1f8fc2cc-p_e.jpg"
"1880 Gordon St #204, Guelph, ON N1L 0P5","N1L0P5","Guelph","ON","849900","2","2","","","","","https://zillow.com/homedetails/1880-Gordon-St-204-Guelph-ON-N1L-0P5/2064663451_zpid/","43.498863","-80.18424","APARTMENT","","","https://photos.zillowstatic.com/fp/78166f37780992352cc0d0552228d5f6-p_e.jpg"
"107 Westra Dr #35, Guelph, ON N1K 0A5","N1K0A5","Guelph","ON","695900","2","3","","","","","https://zillow.com/homedetails/107-Westra-Dr-35-Guelph-ON-N1K-0A5/2064662152_zpid/","43.52329","-80.310165","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/c119e1fea9701c7715f41412f09db60d-p_e.jpg"
"107 Westra Dr #7, Guelph, ON N1K 1Z7","N1K1Z7","Guelph","ON","559999","2","2","","","","","https://zillow.com/homedetails/107-Westra-Dr-7-Guelph-ON-N1K-1Z7/448650302_zpid/","43.524185","-80.30156","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/c91a798ecbac3e7604f6a9cfc8c0cef4-p_e.jpg"
"102 Oakes Cres, Guelph, ON N1E 0J5","N1E0J5","Guelph","ON","1179000","4","4","","","3521.8775","sqft","https://zillow.com/homedetails/102-Oakes-Cres-Guelph-ON-N1E-0J5/448908173_zpid/","43.56183","-80.220695","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/91439c46219787acb6ab317e1516eaf3-p_e.jpg"
"107 Dovercliffe Rd #28, Guelph, ON N1G 3A5","N1G3A5","Guelph","ON","675000","3","2","","","","","https://zillow.com/homedetails/107-Dovercliffe-Rd-28-Guelph-ON-N1G-3A5/2063251607_zpid/","43.512314","-80.25625","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/71be0f3f6771b75fa8facbfbdba6a1a1-p_e.jpg"
"52 Waterloo Ave, Guelph, ON N1H 3H5","N1H3H5","Guelph","ON","785000","8","4","","","6144","sqft","https://zillow.com/homedetails/52-Waterloo-Ave-Guelph-ON-N1H-3H5/2064688399_zpid/","43.539825","-80.25087","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/e8324716735fd76ebc5d624ca1eb5922-p_e.jpg"
"60 Lynnmore St #201, Guelph, ON N1L 0J8","N1L0J8","Guelph","ON","479900","1","1","","","","","https://zillow.com/homedetails/60-Lynnmore-St-201-Guelph-ON-N1L-0J8/2064127859_zpid/","43.517242","-80.17683","APARTMENT","","","https://photos.zillowstatic.com/fp/152bd11e49eb6f79893dd2de7e85fbf2-p_e.jpg"
"271 Goodwin Dr, Guelph, ON N1L 0K1","N1L0K1","Guelph","ON","1359900","5","4","","","4871.75","sqft","https://zillow.com/homedetails/271-Goodwin-Dr-Guelph-ON-N1L-0K1/447696322_zpid/","43.5144","-80.17531","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/5c02182612d6b0a1caca26c2925e8106-p_e.jpg"
"142 Renfield St, Guelph, ON N1E 4B2","N1E4B2","Guelph","ON","774900","3","2","","","6600","sqft","https://zillow.com/homedetails/142-Renfield-St-Guelph-ON-N1E-4B2/441149830_zpid/","43.569416","-80.25542","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/267b886c01ad99eb28f63d1320824e87-p_e.jpg"
"93 Lynch Cir S, Guelph, ON N1L 1R8","N1L1R8","Guelph","ON","959000","4","4","","","3240","sqft","https://zillow.com/homedetails/93-Lynch-Cir-S-Guelph-ON-N1L-1R8/443800764_zpid/","43.505753","-80.18387","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/7384f422160ee8f29b0b4728c36ffaa3-p_e.jpg"
"125 Dovercliffe Rd, Guelph, ON N1G 3A5","N1G3A5","Guelph","ON","659900","3","2","","","","","https://zillow.com/homedetails/125-Dovercliffe-Rd-Guelph-ON-N1G-3A5/2064707392_zpid/","43.512756","-80.25656","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/8b44d9e5e1eb434ded49ad3beecb09fa-p_e.jpg"
"295 Water St #15, Guelph, ON N1G 2X5","N1G2X5","Guelph","ON","689900","3","3","","","","","https://zillow.com/homedetails/295-Water-St-15-Guelph-ON-N1G-2X5/2064715738_zpid/","43.529556","-80.25564","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/50b6f7d6c5479bc3d362a1569c399646-p_e.jpg"
"51 Cherry Blossom Cir, Guelph, ON N1G 4X7","N1G4X7","Guelph","ON","869000","2","2","","","","","https://zillow.com/homedetails/51-Cherry-Blossom-Cir-Guelph-ON-N1G-4X7/443823978_zpid/","43.52977","-80.21214","CONDO","","","https://photos.zillowstatic.com/fp/794376b435716754876ab703ecb0b520-p_e.jpg"
"32 Arkell Rd #7, Guelph, ON N1L 0L4","N1L0L4","Guelph","ON","729000","3","3","","","","","https://zillow.com/homedetails/32-Arkell-Rd-7-Guelph-ON-N1L-0L4/2064612897_zpid/","43.514824","-80.19867","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/f24ddbe894a33d1fd87899d1d8bd8c39-p_e.jpg"
"24 Marilyn Dr N #401, Guelph, ON N1H 8E9","N1H8E9","Guelph","ON","549900","3","2","1718","320.08","","","https://zillow.com/homedetails/24-Marilyn-Dr-N-401-Guelph-ON-N1H-8E9/2053090816_zpid/","43.563683","-80.27152","CONDO","","","https://photos.zillowstatic.com/fp/db8ac963fa135c90c30f67b7f07f103c-p_e.jpg"
"2 Worton Ave #10, Guelph, ON N1H 7C5","N1H7C5","Guelph","ON","679900","3","1","","","","","https://zillow.com/homedetails/2-Worton-Ave-10-Guelph-ON-N1H-7C5/2061974578_zpid/","43.513695","-80.27755","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/0e2270b66292a5d522e8639bd5b6e7f6-p_e.jpg"
"44 Hall Ave, Guelph, ON N1L 0B3","N1L0B3","Guelph","ON","1389900","4","4","","","4593.2355","sqft","https://zillow.com/homedetails/44-Hall-Ave-Guelph-ON-N1L-0B3/447762821_zpid/","43.511425","-80.182045","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/9b73499208d83386acd263c0970cb7e6-p_e.jpg"
"539 Willow Rd #31, Guelph, ON N1H 7G3","N1H7G3","Guelph","ON","549900","3","2","","","","","https://zillow.com/homedetails/539-Willow-Rd-31-Guelph-ON-N1H-7G3/447227853_zpid/","43.533943","-80.28901","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/e168f0a205c28c55298efec9e556121b-p_e.jpg"
"53 Arthur St N #713, Guelph, ON N1E 4T8","N1E4T8","Guelph","ON","694900","2","2","","","","","https://zillow.com/homedetails/53-Arthur-St-N-713-Guelph-ON-N1E-4T8/448623787_zpid/","43.549023","-80.24533","APARTMENT","","","https://photos.zillowstatic.com/fp/21fce7d4ac5117a731e73b4336c8d840-p_e.jpg"
"1280 Gordon St #405, Guelph, ON N1L 0N6","N1L0N6","Guelph","ON","495000","3","1","","","","","https://zillow.com/homedetails/1280-Gordon-St-405-Guelph-ON-N1L-0N6/447543107_zpid/","43.51534","-80.20134","APARTMENT","","","https://photos.zillowstatic.com/fp/f53c1bcbda3c8a02e091d0c0ccf3af73-p_e.jpg"
"173 Clair Rd W, Guelph, ON N1L 0A7","N1L0A7","Guelph","ON","1089900","3","4","1880","579.73","5904.129","sqft","https://zillow.com/homedetails/173-Clair-Rd-W-Guelph-ON-N1L-0A7/345014582_zpid/","43.494877","-80.196846","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/3037d285d4528d1f867a308c5a5ae29a-p_e.jpg"
"675 Victoria Rd N #23, Guelph, ON N1E 5J2","N1E5J2","Guelph","ON","949000","5","4","2405","394.59","1579.7136","sqft","https://zillow.com/homedetails/675-Victoria-Rd-N-23-Guelph-ON-N1E-5J2/448019069_zpid/","43.58219","-80.26621","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/3f16553b1a570a2b06c4c3643ae05cca-p_e.jpg"
"195 Janefield Ave, Guelph, ON N1G 2L5","N1G2L5","Guelph","ON","1950000","6","3","","","0.7981413223140496","acres","https://zillow.com/homedetails/195-Janefield-Ave-Guelph-ON-N1G-2L5/2059555796_zpid/","43.51646","-80.24459","MULTI_FAMILY","","","https://photos.zillowstatic.com/fp/2e1607203a38c8b76d65481dd0c3f02e-p_e.jpg"
"63 Conroy Cres #54, Guelph, ON N1G 2V5","N1G2V5","Guelph","ON","430000","1","1","757","568.03","","","https://zillow.com/homedetails/63-Conroy-Cres-54-Guelph-ON-N1G-2V5/2066670844_zpid/","43.509987","-80.25335","CONDO","","","https://photos.zillowstatic.com/fp/5a3032250d8087eef98e0c81181b512e-p_e.jpg"
"17 Camm Cres, Guelph, ON N1L 1J9","N1L1J9","Guelph","ON","998000","3","3","","","3444.7219","sqft","https://zillow.com/homedetails/17-Camm-Cres-Guelph-ON-N1L-1J9/2064596607_zpid/","43.511738","-80.190186","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2f0cb1f409a7645858ccde828dd3c56b-p_e.jpg"
"10 Kortright Rd E, Guelph, ON N1G 4C9","N1G4C9","Guelph","ON","1129900","6","4","2125","531.72","","","https://zillow.com/homedetails/10-Kortright-Rd-E-Guelph-ON-N1G-4C9/443800393_zpid/","43.52291","-80.21212","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/a7e33278d7c078da52374a1371dda25b-p_e.jpg"
"6 Stirling Pl, Guelph, ON N1H 6W2","N1H6W2","Guelph","ON","849900","3","2","1112","764.3","8528","sqft","https://zillow.com/homedetails/6-Stirling-Pl-Guelph-ON-N1H-6W2/2062484925_zpid/","43.557205","-80.28012","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/0132d62f3b606d280d2a5151b314b20b-p_e.jpg"
"107 Bagot St #108, Guelph, ON N1H 8H5","N1H8H5","Guelph","ON","425000","2","1","915","464.48","","","https://zillow.com/homedetails/107-Bagot-St-108-Guelph-ON-N1H-8H5/2067618556_zpid/","43.54343","-80.26835","CONDO","","","https://photos.zillowstatic.com/fp/06856bc1e1881cb6fe37686acd763f75-p_e.jpg"
"26 Elsegood Dr, Guelph, ON N1L 0R5","N1L0R5","Guelph","ON","875000","3","3","","","2179.69","sqft","https://zillow.com/homedetails/26-Elsegood-Dr-Guelph-ON-N1L-0R5/442367356_zpid/","43.52361","-80.1965","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/96ee279d0a8f37fd4fdab5e47c5daa2b-p_e.jpg"
